City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Xining,100,CN,1623954888,66,36.6167,101.7667,53.04,1.9
Kalyazin,1,RU,1623954970,74,57.2403,37.8433,59.34,5.17
Vila Franca do Campo,100,PT,1623954884,63,37.7167,-25.4333,70.21,9.15
Upata,88,VE,1623954970,73,8.0086,-62.3989,81.41,4.81
Constitución,0,CL,1623954754,68,-35.3333,-72.4167,59.16,4.63
Jaffna,100,LK,1623954970,77,9.6685,80.0074,83.84,18.7
Līsakovsk,100,KZ,1623954971,84,52.5369,62.4936,66.78,13.94
San Javier,0,ES,1623954971,50,37.8063,-0.8374,87.22,4.0
Hilo,90,US,1623954715,94,19.7297,-155.09,71.6,8.05
Amga,100,RU,1623954828,75,60.8953,131.9608,57.27,4.07
San Quintín,2,MX,1623954888,59,30.4833,-115.95,74.57,8.84
Touros,0,BR,1623954812,72,-5.1989,-35.4608,86.9,15.79
Lata,100,PT,1623954705,94,40.1629,-8.3327,65.05,4.9
Upernavik,7,GL,1623954738,81,72.7868,-56.1549,34.54,7.78
Katsuura,9,JP,1623954885,81,35.1333,140.3,66.99,3.0
Bambous Virieux,75,MU,1623954751,94,-20.3428,57.7575,70.05,6.91
Saint Lawrence,56,MT,1623954972,74,36.0553,14.204,72.86,1.01
Coquimbo,0,CL,1623954863,72,-29.9533,-71.3436,60.53,11.5
Richards Bay,5,ZA,1623954744,88,-28.783,32.0377,65.59,6.31
Kuremaa,80,EE,1623954972,79,58.7353,26.5383,74.88,1.05
Flinders,0,AU,1623954762,69,-34.5833,150.8552,55.18,10.0
Port Blair,100,IN,1623954753,80,11.6667,92.75,82.54,12.82
Chara,100,RU,1623954973,90,56.9064,118.2631,52.3,4.76
Bengkulu,100,ID,1623954707,87,-3.8004,102.2655,74.75,4.72
Tiksi,100,RU,1623954753,83,71.6872,128.8694,43.16,5.14
Abalak,100,RU,1623954974,96,58.1286,68.5944,57.81,8.88
Vostok,100,RU,1623954730,79,46.4856,135.8833,56.05,4.79
Thompson,90,CA,1623954711,87,55.7435,-97.8558,46.56,11.5
Taoudenni,0,ML,1623954974,5,22.6783,-3.9836,108.23,7.7
Skibbereen,97,IE,1623954757,68,51.55,-9.2667,60.6,13.8
Novikovo,1,RU,1623954974,79,51.1537,37.8879,66.6,14.58
Maceió,75,BR,1623954765,69,-9.6658,-35.7353,80.6,12.66
Bereda,100,ES,1623954975,100,43.2686,-7.5406,60.15,6.35
Lebanon,1,US,1623954276,45,36.2081,-86.2911,89.01,0.83
Saskylakh,14,RU,1623954707,56,71.9167,114.0833,65.7,6.73
Acarí,28,PE,1623954975,53,-15.4311,-74.6158,77.32,8.21
Valparaíso,20,CL,1623954976,78,-33.0393,-71.6273,59.23,5.75
Laguna,1,US,1623954846,20,38.421,-121.4238,103.21,1.99
Srandakan,49,ID,1623954976,88,-7.9386,110.2506,58.73,4.63
Souillac,75,MU,1623954976,94,-20.5167,57.5167,70.18,6.91
Shima,100,CN,1623954977,90,24.4478,117.8111,86.02,2.86
Hella,75,NO,1623954977,89,67.2,14.4333,55.76,2.3
Murphy,1,US,1623954977,42,33.0151,-96.6131,99.32,1.99
Barrow,1,US,1623954602,71,71.2906,-156.7887,50.02,10.36
Pimentel,90,PE,1623954798,73,-6.8367,-79.9342,69.8,9.22
Qui Nhon,14,VN,1623954808,78,13.7667,109.2333,79.59,3.27
Ostrovnoy,100,RU,1623954741,55,68.0531,39.5131,53.98,11.36
Vestmannaeyjar,75,IS,1623954750,93,63.4427,-20.2734,42.8,10.36
Provideniya,100,RU,1623954703,94,64.3833,-173.3,41.85,4.43
Saint-Joseph,34,RE,1623954978,81,-21.3667,55.6167,70.16,12.8
Nome,1,US,1623954774,76,64.5011,-165.4064,63.0,5.75
Butaritari,11,KI,1623954730,68,3.0707,172.7902,83.05,13.85
Mahébourg,75,MU,1623954773,94,-20.4081,57.7,70.09,6.91
Atar,6,MR,1623954820,13,20.5169,-13.0499,101.44,12.21
Maniitsoq,85,GL,1623954827,76,65.4167,-52.9,38.93,3.85
Walvis Bay,0,NA,1623954835,94,-22.9575,14.5053,56.08,4.61
Wanning,21,CN,1623954979,90,18.8003,110.3967,81.72,9.4
Oytal,46,KZ,1623954963,41,42.9057,73.2697,67.01,7.52
Dolores Hidalgo Cuna de la Independencia Nacional,58,MX,1623954979,40,21.1561,-100.9308,73.85,19.17
Cervo,100,ES,1623954980,94,43.6702,-7.4101,64.2,20.42
Port Hedland,90,AU,1623954980,82,-20.3167,118.5667,57.25,13.8
Dunedin,42,NZ,1623954775,93,-45.8742,170.5036,43.0,1.01
Muscat,0,OM,1623954980,52,23.6139,58.5922,93.22,7.96
Broome,1,US,1623954854,40,42.2506,-75.833,74.46,1.99
Yabluniv,100,UA,1623954914,91,48.4042,24.9387,74.19,3.15
Klyuchi,0,RU,1623954981,53,52.2667,79.1667,69.85,4.56
Fortuna,90,US,1623954817,94,40.5982,-124.1573,60.01,11.5
Ormond Beach,40,US,1623954911,55,29.2858,-81.0559,93.16,8.05
Grindavik,75,IS,1623954981,70,63.8424,-22.4338,47.55,11.5
Eldorado,100,BR,1623954863,64,-23.7869,-54.2836,64.99,3.74
Ngerengere,100,TZ,1623954982,82,-6.75,38.1167,80.67,1.12
Awjilah,0,LY,1623954982,18,29.1081,21.2869,88.48,10.36
Marsh Harbour,100,BS,1623954936,71,26.5412,-77.0636,80.85,11.88
Yar-Sale,13,RU,1623954982,72,66.8333,70.8333,38.01,17.54
Fare,87,PF,1623954749,66,-16.7,-151.0167,80.22,21.56
‘Āhuimanu,75,US,1623954754,68,21.4447,-157.8378,79.86,12.66
Vélingara,53,SN,1623954983,32,13.15,-14.1167,98.46,0.31
Soe,32,ID,1623954795,94,-9.8607,124.284,63.81,4.85
Hobart,75,AU,1623954443,100,-42.8794,147.3294,52.0,8.05
Takoradze,48,GH,1623954983,74,4.8845,-1.7554,79.5,10.51
San Blas,9,MX,1623954984,63,21.5167,-105.2667,98.49,10.42
Hay River,75,CA,1623954841,76,60.8156,-115.7999,48.18,13.8
Olafsvik,92,IS,1623954781,65,64.8945,-23.7142,42.71,12.97
Bairiki Village,75,KI,1623954984,83,1.3292,172.9752,80.6,6.91
San Policarpo,88,PH,1623954865,87,12.1791,125.5072,79.92,7.07
Naze,100,JP,1623954822,89,28.3667,129.4833,73.22,5.75
Majene,64,ID,1623954985,88,-3.5403,118.9707,76.71,5.61
Tuktoyaktuk,75,CA,1623954777,93,69.4541,-133.0374,39.2,6.91
Châtellerault,98,FR,1623954985,1,46.8,0.5333,68.72,2.01
Pestovo,6,RU,1623954985,70,58.5938,35.8024,60.01,2.86
Bilibino,100,RU,1623954856,99,68.0546,166.4372,36.1,3.06
Tsuruoka,5,JP,1623954986,88,38.7217,139.8217,61.56,3.4
Singaparna,92,ID,1623954986,96,-7.3515,108.111,70.88,1.32
Rawson,0,AR,1623954986,39,-43.3002,-65.1023,46.26,9.89
Lander,1,US,1623954987,16,42.833,-108.7307,91.11,6.91
Khatanga,9,RU,1623954763,61,71.9667,102.5,64.92,7.74
Severo-Kuril'sk,100,RU,1623954727,91,50.6789,156.125,44.08,9.28
Jamestown,1,US,1623954784,33,42.097,-79.2353,73.29,5.99
Cabo San Lucas,1,MX,1623954731,35,22.8909,-109.9124,99.81,5.75
Hasaki,2,JP,1623954815,80,35.7333,140.8333,63.28,10.38
Mossamedes,0,AO,1623954987,84,-15.1961,12.1522,66.54,7.23
Yebaishou,38,CN,1623954988,31,41.3975,119.6408,59.99,5.19
Tupik,100,RU,1623954988,95,54.4253,119.9327,48.87,12.5
Belaya Gora,86,RU,1623954776,75,68.5333,146.4167,53.74,12.08
Bandar-e Lengeh,0,IR,1623954988,79,26.5579,54.8807,89.71,0.0
Saint-François,100,FR,1623954755,56,46.4154,3.9054,79.18,13.8
Byron Bay,31,AU,1623954989,67,-28.65,153.6167,55.29,9.64
Kattivākkam,100,IN,1623954862,82,13.2167,80.3167,87.89,11.21
Qaqortoq,18,GL,1623954989,75,60.7167,-46.0333,54.1,7.27
Biak,52,ID,1623954990,84,-0.9131,122.8766,75.29,6.64
Marsaxlokk,0,MT,1623954990,73,35.8419,14.5431,74.08,6.91
Qaanaaq,0,GL,1623954716,76,77.484,-69.3632,37.11,4.38
Fukuechō,100,JP,1623954859,92,32.6881,128.8419,72.03,8.43
Sennar,100,SD,1623954990,42,13.5691,33.5672,90.07,9.91
Poya,50,NC,1623954991,91,-21.35,165.15,69.49,2.66
Hambantota,20,LK,1623954816,94,6.1241,81.1185,77.0,8.05
Bathsheba,40,BB,1623954807,74,13.2167,-59.5167,86.0,20.71
Salalah,90,OM,1623954751,94,17.0151,54.0924,80.69,3.44
Aklavik,75,CA,1623954850,54,68.2191,-135.0107,57.92,3.44
Udachny,39,RU,1623954991,51,66.4167,112.4,62.67,2.71
Malakanagiri,100,IN,1623954992,93,18.35,81.9,76.14,1.61
Rocha,100,UY,1623954867,73,-34.4833,-54.3333,50.74,10.33
Solton,92,RU,1623954992,93,52.8429,86.4787,56.01,5.68
Lompoc,1,US,1623954776,51,34.6391,-120.4579,96.69,11.5
Mwense,5,ZM,1623954993,40,-10.3845,28.698,61.74,3.83
Mareeba,18,AU,1623954993,96,-17.0,145.4333,66.43,1.88
Maïné Soroa,9,NE,1623954764,33,13.2114,12.0241,92.64,8.72
Tanete,98,ID,1623954993,93,-3.9443,119.7848,74.43,3.6
Kardamás,20,GR,1623954994,83,37.7667,21.3333,74.93,3.44
Ghātāl,100,IN,1623954994,90,22.6667,87.7167,77.2,5.17
Mazatán,90,MX,1623954994,100,14.8667,-92.45,78.87,3.44
Palmerston,17,AU,1623954995,92,-12.486,130.9833,73.38,0.0
Ciudad Bolivar,84,VE,1623954917,54,8.1222,-63.5497,87.94,10.76
Sumbe,26,AO,1623954995,86,-11.2061,13.8437,73.15,7.65
Jalu,0,LY,1623954995,18,29.0331,21.5482,89.4,10.33
Sitka,90,US,1623954814,51,57.0531,-135.33,62.49,8.05
Ryde,100,GB,1623954919,96,50.73,-1.1621,66.65,4.0
Calama,0,CL,1623954714,16,-22.4667,-68.9333,66.69,28.77
Pinkafeld,79,AT,1623954996,75,47.3667,16.1167,80.53,1.32
Ahtopol,1,BG,1623954996,83,42.1,27.95,66.67,5.35
Palmer,40,US,1623954864,33,42.1584,-72.3287,78.26,4.0
Blagoyevo,46,RU,1623954997,65,63.3667,47.9167,48.2,5.1
Khovd,98,MN,1623954799,46,48.0056,91.6419,61.41,2.86
Pangody,100,RU,1623954997,90,65.85,74.4859,39.27,24.16
Reshetylivka,20,UA,1623954997,90,49.565,34.0782,67.19,16.11
Hofn,100,IS,1623954749,94,64.2539,-15.2082,40.26,8.59
Saint-Louis,79,SN,1623954998,24,16.3333,-15.0,105.44,20.13
Caravelas,9,BR,1623954772,64,-17.7125,-39.2481,75.2,5.17
Brae,0,GB,1623954892,87,60.3964,-1.353,53.6,8.05
São Filipe,1,CV,1623954745,74,14.8961,-24.4956,74.73,10.83
Sinnamary,94,GF,1623954999,81,5.3833,-52.95,79.45,7.85
Pingzhuang,0,CN,1623954999,33,42.0372,119.2889,61.56,6.82
Kupang,96,ID,1623954999,81,-10.1667,123.5833,75.58,8.72
Porto Santo,20,PT,1623954765,60,33.072,-16.3415,69.71,20.71
Fort Nelson,90,CA,1623955000,67,58.8053,-122.7002,58.59,6.91
Faanui,100,PF,1623954707,72,-16.4833,-151.75,80.62,23.35
Paamiut,12,GL,1623954772,81,61.994,-49.6678,41.61,6.69
Aitape,86,PG,1623955000,89,-3.1374,142.3475,75.76,3.71
Qasigiannguit,100,GL,1623954842,81,68.8193,-51.1922,39.45,5.26
Mahibadhoo,68,MV,1623955001,76,3.7833,72.9667,83.44,11.1
Storforshei,75,NO,1623955001,93,66.4043,14.5233,51.58,5.75
Porto Velho,75,BR,1623955001,94,-8.7619,-63.9039,77.05,17.27
Lüderitz,0,NA,1623954747,59,-26.6481,15.1594,62.1,12.21
Honningsvåg,20,NO,1623955002,70,70.9821,25.9704,44.35,11.5
Goya,86,AR,1623955002,40,-29.14,-59.2626,57.76,5.28
Gornyatskiy,100,RU,1623955003,98,48.2915,40.9575,65.19,10.56
Frontera,75,MX,1623955003,54,26.9333,-101.45,82.15,6.91
Viedma,94,AR,1623954796,43,-40.8135,-62.9967,49.24,1.57
Iranshahr,0,IR,1623955003,5,27.2025,60.6848,98.94,13.8
Tigil',100,RU,1623954856,96,57.8,158.6667,40.82,12.01
Saint-Pierre,0,RE,1623954816,82,-21.3393,55.4781,71.24,4.61
Dvinskoy Bereznik,5,RU,1623955005,60,62.8551,42.7072,50.11,2.91
Pochutla,100,MX,1623955005,71,15.7432,-96.4661,85.05,10.83
Gamba,100,GA,1623955005,89,-2.65,10.0,75.09,4.83
Plyussa,100,RU,1623955005,66,58.4308,29.3654,63.16,2.62
At-Bashi,100,KG,1623955006,53,41.1702,75.8106,50.86,0.83
Turkmenabat,0,TM,1623955006,21,39.0733,63.5786,78.8,6.91
Gushikawa,75,JP,1623955006,97,26.3544,127.8686,81.63,8.05
Seoul,90,KR,1623954926,88,37.5683,126.9778,69.19,4.61
Carlyle,90,US,1623955007,47,38.6103,-89.3726,89.01,5.99
Ballina,4,AU,1623954844,54,-28.8667,153.5667,55.36,5.75
Kichera,100,RU,1623954917,80,55.9375,110.0997,51.87,5.82
Bowen,59,AU,1623954717,67,-20.0167,148.2333,61.02,9.48
Ranong,100,TH,1623955008,86,9.9658,98.6348,79.95,6.49
Raton,1,US,1623955008,23,36.9034,-104.4391,89.58,1.01
Santiago,0,CL,1623954930,48,-33.4569,-70.6483,65.17,0.0
Clyde River,75,CA,1623954731,93,70.4692,-68.5914,39.43,8.05
Pajapan,100,MX,1623955009,85,18.25,-94.7,84.36,4.68
Vancouver,40,CA,1623955009,62,49.2497,-123.1193,74.1,1.99
Thinadhoo,100,MV,1623954841,74,0.5333,72.9333,84.2,8.21
Daru,100,PG,1623955010,88,-9.0763,143.2092,77.49,13.73
Sangar,100,RU,1623955010,52,63.9242,127.4739,59.54,3.44
Necochea,100,AR,1623954845,54,-38.5473,-58.7368,49.03,7.54
Dhārchula,100,IN,1623955011,92,29.85,80.5333,69.94,1.72
Las Cruces,1,US,1623954857,14,32.3123,-106.7783,95.0,11.5
Kholm,32,RU,1623955011,65,59.2667,32.85,61.39,3.67
Hualmay,100,PE,1623955012,72,-11.0964,-77.6139,71.17,9.33
Oga,49,IT,1623955012,47,46.4631,10.347,69.8,5.75
Outjo,0,NA,1623955012,28,-20.1167,16.15,60.55,7.27
Hamilton,20,US,1623954831,41,39.1834,-84.5333,85.98,1.01
Jiménez,0,MX,1623955013,14,28.3333,-105.4,84.94,14.29
Portland,1,US,1623954816,52,45.5234,-122.6762,75.99,10.36
Kaeo,92,NZ,1623955015,89,-35.1,173.7833,51.64,1.66
Bell Ville,65,AR,1623955015,47,-32.6259,-62.6887,50.81,3.42
Shelburne,1,CA,1623955016,24,44.0787,-80.2041,78.8,12.66
Paraná,100,AR,1623954879,55,-31.732,-60.5238,55.29,4.34
Luanda,32,AO,1623954994,83,-8.8368,13.2343,75.2,6.91
Simbahan,98,PH,1623955016,72,6.3032,120.5836,82.69,4.61
Kruisfontein,3,ZA,1623954737,80,-34.0033,24.7314,60.89,15.5
Gandorhun,100,SL,1623955018,90,7.5,-11.8333,77.07,4.34
Poceirão,40,PT,1623955018,77,38.831,-8.7937,66.2,13.8
Pangkalanbuun,73,ID,1623955019,99,-2.6833,111.6167,71.67,1.97
Aksu,100,CN,1623954868,23,41.1231,80.2644,71.69,3.06
Mâncio Lima,75,BR,1623955019,65,-7.6142,-72.8958,84.27,6.91
Dingle,100,PH,1623954868,88,10.9995,122.6711,77.58,2.86
Kuminskiy,100,RU,1623955020,64,58.6667,66.5667,56.12,8.75
Esmeraldas,5,BR,1623955020,26,-19.7625,-44.3139,79.84,5.55
Mogzon,100,RU,1623955021,66,51.7435,111.9606,50.68,12.33
Lorengau,100,PG,1623954761,75,-2.0226,147.2712,80.01,3.13
Birecik,0,TR,1623955021,49,37.0294,37.9903,73.4,6.91
Hokitika,100,NZ,1623954853,78,-42.7167,170.9667,46.72,7.61
Ulladulla,0,AU,1623954725,68,-35.35,150.4667,52.88,10.4
Bridlington,76,GB,1623955022,83,54.0831,-0.1919,66.22,7.27
Edson,90,CA,1623955022,44,53.5835,-116.4356,59.11,20.71
Veracruz,76,MX,1623955018,52,19.3333,-96.6667,84.47,6.26
Mackay,90,AU,1623954845,100,-21.15,149.2,66.18,0.0
São João da Barra,55,BR,1623954780,70,-21.6403,-41.0511,77.09,11.99
Kloulklubed,43,PW,1623954791,75,7.0419,134.2556,75.7,7.58
Kudahuvadhoo,100,MV,1623954871,75,2.6708,72.8944,83.52,8.99
Lauchhammer,0,DE,1623955023,65,51.5,13.8,85.68,6.55
Mīzan Teferī,100,ET,1623955024,98,6.9833,35.5833,60.39,1.83
Hūn,0,LY,1623954998,16,29.1268,15.9477,88.09,9.15
Payo,100,ID,1623954806,98,-3.7508,103.6372,72.39,1.72
Mandaue,20,PH,1623955025,89,10.3437,123.9423,78.71,5.75
Hecun,83,CN,1623955025,57,36.5333,114.1111,68.49,7.81
Edd,31,ER,1623955025,74,13.9297,41.6925,86.77,9.08
Cidreira,83,BR,1623954746,76,-30.1811,-50.2056,56.03,8.37
Kushmurun,99,KZ,1623955026,47,52.4503,64.6311,74.86,17.76
Port-Gentil,75,GA,1623954825,78,-0.7193,8.7815,80.56,10.36
Iracoubo,91,GF,1623955026,77,5.4802,-53.2011,80.74,8.48
Kamalia,100,PK,1623955027,40,30.7333,72.65,90.43,11.61
Sulina,100,RO,1623955027,86,45.1559,29.6536,66.92,18.07
Zhigansk,11,RU,1623954763,47,66.7697,123.3711,61.93,6.6
Verkhnetulomskiy,100,RU,1623955027,67,68.6073,31.7962,53.73,8.93
Qandala,99,SO,1623955028,42,11.472,49.8728,93.11,4.03
